"age","workclass","education","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","over50k"
50," Self-emp-not-inc"," HS-grad"," Widowed"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Female",0,0,48," <=50K"
26," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," <=50K"
63," State-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1740,40," <=50K"
19," Private"," Some-college"," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,35," <=50K"
19," Private"," HS-grad"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
46," Private"," Assoc-voc"," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,40," <=50K"
46," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
55," Private"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",14084,0,40," >50K"
47," Private"," Assoc-voc"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,26," <=50K"
50," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," <=50K"
41," State-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",3464,0,40," <=50K"
41," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,80," >50K"
18," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," <=50K"
31," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
58," Private"," 10th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,8," <=50K"
26," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," <=50K"
56," Private"," Masters"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1977,44," >50K"
28," Private"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
35," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Male",0,0,30," <=50K"
50," Private"," 11th"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Female",0,0,40," <=50K"
26," Local-gov"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," <=50K"
30," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
29," Federal-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," <=50K"
37," State-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," <=50K"
30," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,44," <=50K"
30," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,19," <=50K"
25," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," <=50K"
24," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
53," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,38," <=50K"
31," Private"," 9th"," Never-married"," Craft-repair"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,35," <=50K"
26," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,70," <=50K"
39," Private"," Assoc-acdm"," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,60," <=50K"
40," Private"," Prof-school"," Married-civ-spouse"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," <=50K"
39," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,36," <=50K"
27," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,36," <=50K"
49," Self-emp-not-inc"," Some-college"," Widowed"," Craft-repair"," Unmarried"," White"," Female",0,0,30," <=50K"
55," State-gov"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," <=50K"
39," Self-emp-inc"," Assoc-acdm"," Married-civ-spouse"," Sales"," Husband"," White"," Male",5178,0,48," >50K"
36," Private"," Assoc-acdm"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,48," <=50K"
18," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," <=50K"
43," Self-emp-inc"," Bachelors"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,35," <=50K"
49," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
21," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," <=50K"
45," Private"," 9th"," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",5178,0,40," >50K"
24," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
32," Private"," 5th-6th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," <=50K"
45," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
25," Self-emp-inc"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," >50K"
37," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," >50K"
42," Private"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",4650,0,40," <=50K"
41," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
54," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," >50K"
19," Private"," 11th"," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," <=50K"
22," ?"," HS-grad"," Never-married"," ?"," Unmarried"," Black"," Male",0,0,45," <=50K"
32," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Own-child"," White"," Male",0,0,40," <=50K"
18," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," <=50K"
47," Federal-gov"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," >50K"
23," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
30," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," <=50K"
60," Local-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," <=50K"
42," Self-emp-inc"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,60," >50K"
17," ?"," 9th"," Never-married"," ?"," Own-child"," Black"," Male",0,0,40," <=50K"
24," Private"," HS-grad"," Never-married"," Exec-managerial"," Other-relative"," White"," Male",4101,0,50," <=50K"
31," ?"," Some-college"," Never-married"," ?"," Unmarried"," Black"," Female",0,0,40," <=50K"
22," Private"," Assoc-voc"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," <=50K"
43," Private"," Assoc-voc"," Separated"," Sales"," Unmarried"," White"," Female",0,0,45," <=50K"
52," Local-gov"," Assoc-voc"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," >50K"
35," Private"," HS-grad"," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,40," <=50K"
23," Private"," 10th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
45," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,42," <=50K"
18," Private"," 11th"," Never-married"," Other-service"," Own-child"," Black"," Male",0,1602,23," <=50K"
67," Private"," Bachelors"," Widowed"," Exec-managerial"," Not-in-family"," White"," Male",0,2392,40," >50K"
37," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
36," Private"," Masters"," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,45," >50K"
54," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
29," Private"," Assoc-acdm"," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,38," <=50K"
31," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," >50K"
57," Self-emp-not-inc"," Assoc-acdm"," Married-spouse-absent"," Farming-fishing"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,40," <=50K"
51," Private"," Assoc-acdm"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
35," Self-emp-not-inc"," 5th-6th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,15," <=50K"
27," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," >50K"
35," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,60," <=50K"
50," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," >50K"
46," Private"," 11th"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,35," >50K"
24," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," <=50K"
50," Private"," Assoc-acdm"," Divorced"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
39," Private"," Some-college"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,50," >50K"
39," Private"," Assoc-voc"," Divorced"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
30," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," <=50K"
24," Private"," Assoc-acdm"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," <=50K"
34," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," >50K"
44," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,35," <=50K"
21," Private"," Some-college"," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,30," <=50K"
21," ?"," Some-college"," Married-civ-spouse"," ?"," Wife"," Black"," Female",2105,0,20," <=50K"
54," State-gov"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," >50K"
61," Local-gov"," HS-grad"," Widowed"," Adm-clerical"," Unmarried"," White"," Female",1471,0,35," <=50K"
24," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," <=50K"
39," Private"," Assoc-voc"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",5178,0,40," >50K"
34," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,30," <=50K"
18," Private"," 12th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," <=50K"
39," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," <=50K"
26," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
59," Federal-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
28," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5013,0,55," <=50K"
36," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," <=50K"
58," Self-emp-not-inc"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," <=50K"
42," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," <=50K"
67," ?"," 7th-8th"," Divorced"," ?"," Not-in-family"," White"," Male",0,0,3," <=50K"
58," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,32," <=50K"
59," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," >50K"
37," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," <=50K"
38," Private"," 10th"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
18," ?"," HS-grad"," Never-married"," ?"," Own-child"," White"," Male",0,0,30," <=50K"
28," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," >50K"
24," Local-gov"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,27," <=50K"
30," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",99999,0,40," >50K"
19," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,14," <=50K"
25," Private"," HS-grad"," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
25," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,38," <=50K"
32," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," <=50K"
83," Self-emp-inc"," 10th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",20051,0,50," >50K"
42," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," >50K"
50," Self-emp-not-inc"," Doctorate"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,60," >50K"
59," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,45," <=50K"
25," Private"," 1st-4th"," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,40," <=50K"
24," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," <=50K"
40," Self-emp-inc"," Masters"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,99," <=50K"
42," Federal-gov"," Assoc-acdm"," Divorced"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," >50K"
38," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,33," <=50K"
41," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
38," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," >50K"
17," Local-gov"," 11th"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," <=50K"
34," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,32," <=50K"
35," Private"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," >50K"
55," State-gov"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," >50K"
38," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," <=50K"
41," Private"," Some-college"," Never-married"," Tech-support"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," <=50K"
29," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,97," <=50K"
25," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",0,1504,37," <=50K"
45," Private"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
19," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," <=50K"
20," Federal-gov"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," <=50K"
28," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
52," Private"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," <=50K"
41," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," >50K"
46," Private"," 11th"," Divorced"," Machine-op-inspct"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,43," <=50K"
53," Private"," 1st-4th"," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,40," <=50K"
38," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," >50K"
48," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," >50K"
40," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
43," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," <=50K"
30," Private"," Assoc-voc"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,35," <=50K"
42," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
53," State-gov"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," <=50K"
36," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,45," <=50K"
40," Private"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,37," <=50K"
65," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1648,4," <=50K"
40," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
57," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," <=50K"
54," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",7298,0,40," >50K"
30," State-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," >50K"
22," Private"," 9th"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," <=50K"
53," Private"," HS-grad"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," <=50K"
36," Local-gov"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,50," >50K"
23," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
41," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," >50K"
38," Private"," 12th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," <=50K"
32," Private"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,45," <=50K"
67," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",0,0,20," <=50K"
47," State-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
73," ?"," Assoc-voc"," Married-spouse-absent"," ?"," Not-in-family"," White"," Female",0,0,32," <=50K"
24," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
36," Private"," Assoc-voc"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,54," <=50K"
22," Private"," HS-grad"," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," <=50K"
46," Federal-gov"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
45," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," >50K"
58," Private"," 10th"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," <=50K"
23," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," <=50K"
44," Private"," Bachelors"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",15024,0,55," >50K"
42," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",0,0,50," <=50K"
38," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,25," <=50K"
31," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
37," Private"," 9th"," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,35," <=50K"
28," Private"," Assoc-voc"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," <=50K"
25," Private"," Bachelors"," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,60," <=50K"
35," Local-gov"," Some-college"," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,38," <=50K"
45," Local-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," >50K"
44," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,2415,6," >50K"
52," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
32," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,50," >50K"
57," Private"," 7th-8th"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," <=50K"
33," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," <=50K"
22," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," <=50K"
54," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1848,40," >50K"
55," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
41," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Other"," Male",0,0,40," <=50K"
57," Private"," 1st-4th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
27," Federal-gov"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," <=50K"
60," Private"," Prof-school"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
53," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," <=50K"
47," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," <=50K"
38," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
24," Private"," Some-college"," Divorced"," Other-service"," Not-in-family"," Black"," Male",0,0,40," <=50K"
32," Private"," Masters"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," <=50K"
37," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
51," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,35," <=50K"
30," Private"," Some-college"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," <=50K"
59," Private"," 11th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",3908,0,28," <=50K"
20," Private"," Some-college"," Never-married"," Transport-moving"," Own-child"," White"," Female",0,0,17," <=50K"
27," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Wife"," Black"," Female",0,0,40," <=50K"
53," Private"," 5th-6th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
48," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
49," Local-gov"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," >50K"
37," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," Black"," Female",0,0,20," <=50K"
28," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," <=50K"
45," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," >50K"
44," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
26," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," <=50K"
41," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1902,42," >50K"
26," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," <=50K"
32," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1887,60," >50K"
26," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," <=50K"
37," State-gov"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," <=50K"
36," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Wife"," White"," Female",7688,0,40," >50K"
26," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
51," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," <=50K"
24," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
47," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,25," <=50K"
36," State-gov"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,39," <=50K"
21," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,8," <=50K"
21," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Other-relative"," Black"," Male",2176,0,40," <=50K"
35," Private"," 9th"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," <=50K"
37," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," >50K"
21," Private"," 9th"," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," <=50K"
25," ?"," Some-college"," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," <=50K"
39," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
35," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
35," Private"," 10th"," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,38," <=50K"
59," ?"," Bachelors"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," <=50K"
33," Private"," Some-college"," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," <=50K"
36," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," <=50K"
39," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," <=50K"
40," Private"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,48," <=50K"
50," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,44," <=50K"
39," Private"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
41," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," Black"," Male",3137,0,40," <=50K"
22," Private"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
38," Self-emp-not-inc"," Assoc-acdm"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," <=50K"
34," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
28," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
